Tc Initial, Run #1
Time ( s )	Y (  )
130,150	22,469
130,250	22,469
130,350	22,469
130,450	22,469
130,550	22,469
130,650	22,469
130,750	22,469
130,850	22,469
130,950	22,469
131,050	22,469
131,150	22,469
131,250	22,469
131,350	22,469
131,450	22,469
131,550	22,469
131,650	22,469
131,750	22,469
131,850	22,469
131,950	22,469
132,050	22,469
132,150	22,469
132,250	22,469
132,350	22,469
132,450	22,469
132,550	22,469
132,650	22,469
132,750	22,469
132,850	22,469
132,950	22,469
133,050	22,469
133,150	22,469
133,250	22,469
133,350	22,469
133,450	22,469
133,550	22,469
133,650	22,469
133,750	22,469
133,850	22,469
133,950	22,469
134,050	22,469
134,150	22,469
134,250	22,469
134,350	22,469
134,450	22,469
134,550	22,469
134,650	22,469
134,750	22,469
134,850	22,469
134,950	22,469
135,050	22,469
135,150	22,469
135,250	22,469
135,350	22,469
135,450	22,469
135,550	22,469
135,650	22,469
135,750	22,469
135,850	22,469
135,950	22,469
136,050	22,469
136,150	22,469
136,250	22,469
136,350	22,469
136,450	22,469
136,550	22,469
136,650	22,469
136,750	22,469
136,850	22,469
136,950	22,469
137,050	22,469
137,150	22,469
137,250	22,469
137,350	22,469
137,450	22,469
137,550	22,469
137,650	22,469
137,750	22,469
137,850	22,469
137,950	22,469
138,050	22,469
138,150	22,469
138,250	22,469
138,350	22,469
138,450	22,469
138,550	22,469
138,650	22,469
138,750	22,469
138,850	22,469
138,950	22,469
139,050	22,469
139,150	22,469
139,250	22,469
139,350	22,469
139,450	22,469
139,550	22,469
139,650	22,469
139,750	22,469
139,850	22,469
139,950	22,469
140,050	22,469
140,150	22,469
140,250	22,469
140,350	22,469
140,450	22,469
140,550	22,469
140,650	22,469
140,750	22,469
140,850	22,469
140,950	22,469
141,050	22,469
141,150	22,469
141,250	22,469
141,350	22,469
141,450	22,469
141,550	22,469
141,650	22,469
141,750	22,469
141,850	22,469
141,950	22,469
142,050	22,469
142,150	22,469
142,250	22,469
142,350	22,469
142,450	22,469
142,550	22,469
142,650	22,469
142,750	22,469
142,850	22,469
142,950	22,469
143,050	22,469
143,150	22,469
143,250	22,469
143,350	22,469
143,450	22,469
143,550	22,469
143,650	22,469
143,750	22,469
143,850	22,469
143,950	22,469
144,050	22,469
144,150	22,469
144,250	22,469
144,350	22,469
144,450	22,469
144,550	22,469
144,650	22,469
144,750	22,469
144,850	22,469
144,950	22,469
145,050	22,469
145,150	22,469
145,250	22,469
145,350	22,469
145,450	22,469
145,550	22,469
145,650	22,469
145,750	22,469
145,850	22,469
145,950	22,469
146,050	22,469
146,150	22,469
146,250	22,469
146,350	22,469
146,450	22,469
146,550	22,469
146,650	22,469
146,750	22,469
146,850	22,469
146,950	22,469
147,050	22,469
147,150	22,469
147,250	22,469
147,350	22,469
147,450	22,469
147,550	22,469
147,650	22,469
147,750	22,469
147,850	22,469
147,950	22,469
148,050	22,469
148,150	22,469
148,250	22,469
148,350	22,469
148,450	22,469
148,550	22,469
148,650	22,469
148,750	22,469
148,850	22,469
148,950	22,469
149,050	22,469
149,150	22,469
149,250	22,469
149,350	22,469
149,450	22,469
149,550	22,469
149,650	22,469
149,750	22,469
149,850	22,469
149,950	22,469
150,050	22,469
150,150	22,469
150,250	22,469
150,350	22,469
150,450	22,469
150,550	22,469
150,650	22,469
150,750	22,469
150,850	22,469
150,950	22,469
151,050	22,469
151,150	22,469
151,250	22,469
151,350	22,469
151,450	22,469
151,550	22,469
151,650	22,469
151,750	22,469
151,850	22,469
151,950	22,469
152,050	22,469
152,150	22,469
152,250	22,469
152,350	22,469
152,450	22,469
152,550	22,469
152,650	22,469
152,750	22,469
152,850	22,469
152,950	22,469
153,050	22,469
153,150	22,469
153,250	22,469
153,350	22,469
153,450	22,469
153,550	22,469
153,650	22,469
153,750	22,469
153,850	22,469
153,950	22,469
154,050	22,469
154,150	22,469
154,250	22,469
154,350	22,469
154,450	22,469
154,550	22,469
154,650	22,469
154,750	22,469
154,850	22,469
154,950	22,469
155,050	22,469
155,150	22,469
155,250	22,469
155,350	22,469
155,450	22,469
155,550	22,469
155,650	22,469
155,750	22,469
155,850	22,469
155,950	22,469
156,050	22,469
156,150	22,469
156,250	22,469
156,350	22,469
156,450	22,469
156,550	22,469
156,650	22,469
156,750	22,469
156,850	22,469
156,950	22,469
157,050	22,469
157,150	22,469
157,250	22,469
157,350	22,469
157,450	22,469
157,550	22,469
157,650	22,469
157,750	22,469
157,850	22,469
157,950	22,469
158,050	22,469
158,150	22,469
158,250	22,469
158,350	22,469
158,450	22,469
158,550	22,469
158,650	22,469
158,750	22,469
158,850	22,469
158,950	22,469
159,050	22,469
159,150	22,469
159,250	22,469
159,350	22,469
159,450	22,469
159,550	22,469
159,650	22,469
159,750	22,469
159,850	22,469
159,950	22,469
160,050	22,469
160,150	22,469
160,250	22,469
160,350	22,469
160,450	22,469
160,550	22,469
160,650	22,469
160,750	22,469
160,850	22,469
160,950	22,469
161,050	22,469
161,150	22,469
161,250	22,469
161,350	22,469
161,450	22,469
161,550	22,469
161,650	22,469
161,750	22,469
161,850	22,469
161,950	22,469
162,050	22,469
162,150	22,469
162,250	22,469
162,350	22,469
162,450	22,469
162,550	22,469
162,650	22,469
162,750	22,469
162,850	22,469
162,950	22,469
163,050	22,469
163,150	22,469
163,250	22,469
163,350	22,469
163,450	22,469
163,550	22,469
163,650	22,469
163,750	22,469
163,850	22,469
163,950	22,469
164,050	22,469
164,150	22,469
164,250	22,469
164,350	22,469
164,450	22,469
164,550	22,469
164,650	22,469
164,750	22,469
164,850	22,469
164,950	22,469
165,050	22,469
165,150	22,469
165,250	22,469
165,350	22,469
165,450	22,469
165,550	22,469
165,650	22,469
165,750	22,469
165,850	22,469
165,950	22,469
166,050	22,469
166,150	22,469
166,250	22,469
166,350	22,469
166,450	22,469
166,550	22,469
166,650	22,469
166,750	22,469
166,850	22,469
166,950	22,469
167,050	22,469
167,150	22,469
167,250	22,469
167,350	22,469
167,450	22,469
167,550	22,469
167,650	22,469
167,750	22,469
167,850	22,469
167,950	22,469
168,050	22,469
168,150	22,469
168,250	22,469
168,350	22,469
168,450	22,469
168,550	22,469
168,650	22,469
168,750	22,469
168,850	22,469
168,950	22,469
169,050	22,469
169,150	22,469
169,250	22,469
169,350	22,469
169,450	22,469
169,550	22,469
169,650	22,469
169,750	22,469
169,850	22,469
169,950	22,469
170,050	22,469
170,150	22,469
170,250	22,469
170,350	22,469
170,450	22,469
170,550	22,469
170,650	22,469
170,750	22,469
170,850	22,469
170,950	22,469
171,050	22,469
171,150	22,469
171,250	22,469
171,350	22,469
171,450	22,469
171,550	22,469
171,650	22,469
171,750	22,469
171,850	22,469
171,950	22,469
172,050	22,469
172,150	22,469
172,250	22,469
172,350	22,469
172,450	22,469
172,550	22,469
172,650	22,469
172,750	22,469
172,850	22,469
172,950	22,469
173,050	22,469
173,150	22,469
173,250	22,469
173,350	22,469
