Power Generated, Run #1
Time ( s )	Power Generated ( W )
242,700	3,578E-4
242,800	3,558E-4
242,900	3,538E-4
243,000	3,518E-4
243,100	3,490E-4
243,200	3,456E-4
243,300	3,422E-4
243,400	3,388E-4
243,500	3,367E-4
243,600	3,367E-4
243,700	3,353E-4
243,800	3,326E-4
243,900	3,326E-4
244,000	3,340E-4
244,100	3,340E-4
244,200	3,340E-4
244,300	3,326E-4
244,400	3,319E-4
244,500	3,320E-4
244,600	3,307E-4
244,700	3,294E-4
244,800	3,280E-4
244,900	3,268E-4
245,000	3,255E-4
245,100	3,255E-4
245,200	3,255E-4
245,300	3,255E-4
245,400	3,268E-4
245,500	3,261E-4
245,600	3,254E-4
245,700	3,260E-4
245,800	3,267E-4
245,900	3,260E-4
246,000	3,246E-4
246,100	3,240E-4
246,200	3,234E-4
246,300	3,240E-4
246,400	3,246E-4
246,500	3,253E-4
246,600	3,259E-4
246,700	3,266E-4
246,800	3,272E-4
246,900	3,278E-4
247,000	3,278E-4
247,100	3,272E-4
247,200	3,259E-4
247,300	3,246E-4
247,400	3,234E-4
247,500	3,221E-4
247,600	3,208E-4
247,700	3,189E-4
247,800	3,182E-4
247,900	3,169E-4
248,000	3,163E-4
248,100	3,144E-4
248,200	3,124E-4
248,300	3,118E-4
248,400	3,105E-4
248,500	3,098E-4
248,600	3,079E-4
248,700	3,073E-4
248,800	3,066E-4
248,900	3,073E-4
249,000	3,080E-4
249,100	3,073E-4
249,200	3,080E-4
249,300	3,086E-4
249,400	3,105E-4
249,500	3,118E-4
249,600	3,124E-4
249,700	3,116E-4
249,800	3,116E-4
249,900	3,115E-4
250,000	3,095E-4
250,100	3,081E-4
250,200	3,055E-4
250,300	3,035E-4
250,400	3,017E-4
250,500	2,999E-4
250,600	2,973E-4
250,700	2,942E-4
250,800	2,924E-4
250,900	2,907E-4
251,000	2,907E-4
251,100	2,901E-4
251,200	2,908E-4
251,300	2,914E-4
251,400	2,908E-4
251,500	2,914E-4
251,600	2,914E-4
251,700	2,908E-4
251,800	2,889E-4
251,900	2,870E-4
252,000	2,839E-4
252,100	2,814E-4
252,200	2,802E-4
252,300	2,778E-4
252,400	2,761E-4
252,500	2,743E-4
252,600	2,737E-4
252,700	2,737E-4
252,800	2,731E-4
252,900	2,731E-4
253,000	2,731E-4
253,100	2,737E-4
253,200	2,743E-4
253,300	2,749E-4
253,400	2,743E-4
253,500	2,725E-4
253,600	2,713E-4
253,700	2,695E-4
253,800	2,677E-4
253,900	2,659E-4
254,000	2,641E-4
254,100	2,629E-4
254,200	2,617E-4
254,300	2,611E-4
254,400	2,617E-4
254,500	2,635E-4
254,600	2,647E-4
254,700	2,647E-4
254,800	2,647E-4
254,900	2,647E-4
255,000	2,647E-4
255,100	2,647E-4
255,200	2,641E-4
255,300	2,629E-4
